userid,transaction_count,total_spend,preferred_currency_code,dominant_region,dominant_card_type,favorite_category_text,dominant_time_of_day,dominant_day_type,spend_profile,top_risk_tags,user_text_summary
U000572,7,1022.27,EUR,EMEA,debit card,consumer electronics,late-night,weekday,mid-value,"late-night activity, premium electronics, prepaid instrument","User U000572 shows a mid-value spending profile across 7 transactions totaling 1022.27 EUR. The user most often transacts in EMEA with debit card payments, favors consumer electronics, and is most active during late-night weekday periods. Common patterns include late-night activity, premium electronics, prepaid instrument."
U000573,2,81.86,GBP,EMEA,credit card,ride-hailing and local transport,afternoon,weekend,small-ticket,"weekend spend, everyday consumer spend","User U000573 shows a small-ticket spending profile across 2 transactions totaling 81.86 GBP. The user most often transacts in EMEA with credit card payments, favors ride-hailing and local transport, and is most active during afternoon weekend periods. Common patterns include weekend spend, everyday consumer spend."
U000574,9,7150.59,EUR,EMEA,credit card,ride-hailing and local transport,late-night,weekday,high-value,"weekend spend, late-night activity, high-value","User U000574 shows a high-value spending profile across 9 transactions totaling 7150.59 EUR. The user most often transacts in EMEA with credit card payments, favors ride-hailing and local transport, and is most active during late-night weekday periods. Common patterns include weekend spend, late-night activity, high-value."
U000575,8,1839.66,JPY,APAC,credit card,grocery retail,late-night,weekday,mid-value,"late-night activity, high-value, premium electronics","User U000575 shows a mid-value spending profile across 8 transactions totaling 1839.66 JPY. The user most often transacts in APAC with credit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include late-night activity, high-value, premium electronics."
U000576,6,1262.15,EUR,EMEA,credit card,grocery retail,late-night,weekday,mid-value,"everyday consumer spend, weekend spend, high-value","User U000576 shows a mid-value spending profile across 6 transactions totaling 1262.15 EUR. The user most often transacts in EMEA with credit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include everyday consumer spend, weekend spend, high-value."
U000577,1,2259.52,CAD,NA,credit card,air travel,afternoon,weekend,very high-value,"very high-value, travel-related, weekend spend","User U000577 shows a very high-value spending profile across 1 transactions totaling 2259.52 CAD. The user most often transacts in NA with credit card payments, favors air travel, and is most active during afternoon weekend periods. Common patterns include very high-value, travel-related, weekend spend."
U000578,3,983.93,EUR,EMEA,debit card,quick service dining,evening,weekday,mid-value,"everyday consumer spend, high-value, cash-like financial services","User U000578 shows a mid-value spending profile across 3 transactions totaling 983.93 EUR. The user most often transacts in EMEA with debit card payments, favors quick service dining, and is most active during evening weekday periods. Common patterns include everyday consumer spend, high-value, cash-like financial services."
U000579,9,3785.45,SGD,EMEA,credit card,grocery retail,late-night,weekday,mid-value,"late-night activity, everyday consumer spend, prepaid instrument","User U000579 shows a mid-value spending profile across 9 transactions totaling 3785.45 SGD. The user most often transacts in EMEA with credit card payments, favors grocery retail, and is most active during late-night weekday periods. Common patterns include late-night activity, everyday consumer spend, prepaid instrument."
U000580,8,7690.99,USD,NA,credit card,consumer electronics,morning,weekday,high-value,"weekend spend, high-value, premium electronics","User U000580 shows a high-value spending profile across 8 transactions totaling 7690.99 USD. The user most often transacts in NA with credit card payments, favors consumer electronics, and is most active during morning weekday periods. Common patterns include weekend spend, high-value, premium electronics."
U000581,5,2852.48,EUR,EMEA,credit card,digital subscription services,morning,weekday,high-value,"high-value, digital recurring, weekend spend","User U000581 shows a high-value spending profile across 5 transactions totaling 2852.48 EUR. The user most often transacts in EMEA with credit card payments, favors digital subscription services, and is most active during morning weekday periods. Common patterns include high-value, digital recurring, weekend spend."
U000582,2,1714.79,CAD,NA,credit card,lodging and hospitality,late-night,weekday,high-value,"high-value, travel-related, late-night activity","User U000582 shows a high-value spending profile across 2 transactions totaling 1714.79 CAD. The user most often transacts in NA with credit card payments, favors lodging and hospitality, and is most active during late-night weekday periods. Common patterns include high-value, travel-related, late-night activity."
U000583,6,2322.22,USD,NA,credit card,fuel and convenience,morning,weekday,mid-value,"everyday consumer spend, travel-related, weekend spend","User U000583 shows a mid-value spending profile across 6 transactions totaling 2322.22 USD. The user most often transacts in NA with credit card payments, favors fuel and convenience, and is most active during morning weekday periods. Common patterns include everyday consumer spend, travel-related, weekend spend."
U000584,7,7197.63,CAD,NA,credit card,pharmacy and wellness,morning,weekday,high-value,"everyday consumer spend, late-night activity, prepaid instrument","User U000584 shows a high-value spending profile across 7 transactions totaling 7197.63 CAD. The user most often transacts in NA with credit card payments, favors pharmacy and wellness, and is most active during morning weekday periods. Common patterns include everyday consumer spend, late-night activity, prepaid instrument."
