tran_sequence_number,Transaction_Amount,userid,transaction_time,transaction_date,transaction_currency_code,merchant_name,merchant_city,merchant_id,card_type,latitude,longitude,merchant_category_code,merchant_country_code,merchant_country,merchant_region_code,ICA_code,issr_id,acquirer_id,transaction_narration
TXN20250322002741,1566.35,U000659,22:02:24,2025-03-22,USD,ElectroHub New York 086,New York,MUS00086,CREDIT,40.691682,-73.975526,5732,US,United States,NA,100086,ISSR_US_319,ACQ_NA_402,"Consumer electronics: ElectroHub New York · New York · $1,566.35 · 22 Mar 2025. Ref: EF2IBNAJ."
TXN20250208002742,63.43,U000100,00:17:07,2025-02-08,EUR,PharmaDirect Madrid 058,Madrid,MES00058,CREDIT,40.417226,-3.676025,5912,ES,Spain,EMEA,100058,ISSR_ES_145,ACQ_EMEA_501,Wellness & pharmacy: PharmaDirect Madrid · Madrid · €63.43 · 8 Feb 2025.
TXN20250214002743,254.05,U000836,23:23:31,2025-02-14,EUR,Luxura Retail Berlin 181,Berlin,MDE00181,CREDIT,52.510457,13.39246,5651,DE,Germany,EMEA,100181,ISSR_DE_132,ACQ_EMEA_503,Retail clothing: Luxura Retail Berlin · Berlin · €254.05 · 14 Feb 2025. Ref: 1UZN4U.
TXN20250322002744,96.75,U000382,20:00:37,2025-03-22,EUR,MetroFuel Amsterdam 078,Amsterdam,MNL00078,DEBIT,52.385487,4.89468,5541,NL,Netherlands,EMEA,100078,ISSR_NL_255,ACQ_EMEA_502,"Forecourt transaction at MetroFuel Amsterdam, Amsterdam — €96.75 — 22 Mar 2025."
TXN20250114002745,11.28,U000716,13:39:06,2025-01-14,EUR,StreamSphere Amsterdam 169,Amsterdam,MNL00169,CREDIT,52.330256,4.934086,4899,NL,Netherlands,EMEA,100169,ISSR_NL_149,ACQ_EMEA_501,Digital subscription charge from StreamSphere Amsterdam (Amsterdam) — €11.28 on 14 Jan 2025.
TXN20250305002746,107.84,U000520,09:11:02,2025-03-05,AUD,MarketSquare Melbourne 149,Melbourne,MAU00149,PREPAID,-37.785425,144.928265,5311,AU,Australia,APAC,100149,ISSR_AU_276,ACQ_APAC_701,"Retail purchase at MarketSquare Melbourne, Melbourne — A$107.84 via contactless on 5 Mar 2025."
TXN20250103002747,1005.0,U000013,10:00:44,2025-01-03,INR,CloudStay Mumbai 178,Mumbai,MIN00178,CREDIT,19.110947,72.854876,7011,IN,India,APAC,100178,ISSR_IN_302,ACQ_APAC_702,"Accommodation: CloudStay Mumbai · Mumbai · INR1,005 · 3 Jan 2025."
TXN20250121002748,137.0,U000829,05:23:02,2025-01-21,INR,PharmaDirect Mumbai 113,Mumbai,MIN00113,CREDIT,19.044612,72.865826,5912,IN,India,APAC,100113,ISSR_IN_188,ACQ_APAC_702,"INR137 Credit payment at PharmaDirect Mumbai pharmacy, Mumbai."
TXN20250315002749,1360.67,U000471,20:09:36,2025-03-15,SGD,FinServe Online Singapore 176,Singapore,MSG00176,CREDIT,1.312645,103.790767,6012,SG,Singapore,APAC,100176,ISSR_SG_158,ACQ_APAC_703,"Financial transaction at FinServe Online Singapore (Singapore) — S$1,360.67 — 15 Mar 2025. Auth: 541OO5."
TXN20250126002750,3033.6,U000091,00:19:03,2025-01-26,EUR,FinServe Online Amsterdam 218,Amsterdam,MNL00218,CREDIT,52.363028,4.871786,6012,NL,Netherlands,EMEA,100218,ISSR_NL_149,ACQ_EMEA_502,"Financial services payment to FinServe Online Amsterdam (Amsterdam) — €3,033.60 on 26 Jan 2025. Ref: BZNI3DPFTB."
TXN20250111002751,132.18,U000003,04:21:38,2025-01-11,EUR,MetroFuel Amsterdam 078,Amsterdam,MNL00078,PREPAID,52.346222,4.942365,5541,NL,Netherlands,EMEA,100078,ISSR_NL_255,ACQ_EMEA_502,Petrol station charge: MetroFuel Amsterdam · Amsterdam · €132.18 · 11 Jan 2025.
TXN20250308002752,41.61,U000409,21:10:35,2025-03-08,GBP,UrbanTable London 219,London,MGB00219,PREPAID,51.531507,-0.091277,5812,GB,United Kingdom,EMEA,100219,ISSR_GB_118,ACQ_EMEA_503,"Dining at UrbanTable London, London — £41.61 via online on 8 Mar 2025."
TXN20250225002753,624.08,U000458,18:19:15,2025-02-25,EUR,Luxura Retail Madrid 087,Madrid,MES00087,CREDIT,40.439896,-3.666219,5651,ES,Spain,EMEA,100087,ISSR_ES_145,ACQ_EMEA_503,"In-store fashion purchase at Luxura Retail Madrid, Madrid — €624.08 on 25 Feb 2025."
TXN20250304002754,1144.09,U000133,21:24:09,2025-03-04,GBP,ElectroHub London 145,London,MGB00145,CREDIT,51.471148,-0.16123,5732,GB,United Kingdom,EMEA,100145,ISSR_GB_224,ACQ_EMEA_502,"High-value electronics charge at ElectroHub London (London) — £1,144.09 — 4 Mar 2025."
TXN20250101002755,501.83,U000531,10:17:06,2025-01-01,CAD,Luxura Retail Vancouver 099,Vancouver,MCA00099,CREDIT,49.296541,-123.104401,5651,CA,Canada,NA,100099,ISSR_CA_110,ACQ_NA_403,CA$501.83 charged to your Credit card at Luxura Retail Vancouver (Vancouver).
TXN20250305002756,1959.78,U000262,00:39:53,2025-03-05,EUR,EduPrime Paris 192,Paris,MFR00192,CREDIT,48.875137,2.384963,8220,FR,France,EMEA,100192,ISSR_FR_229,ACQ_EMEA_501,"Academic services at EduPrime Paris, Paris — €1,959.78 — 5 Mar 2025. Ref: Y9QB0E7C."
TXN20250130002757,972.84,U000778,21:40:50,2025-01-30,GBP,CloudStay Manchester 183,Manchester,MGB00183,PREPAID,53.467685,-2.220569,7011,GB,United Kingdom,EMEA,100183,ISSR_GB_224,ACQ_EMEA_503,"Hotel charge at CloudStay Manchester, Manchester — £972.84 on 30 Jan 2025. Confirmation: P0KZUPN."
TXN20250104002758,15.55,U000558,08:09:11,2025-01-04,EUR,FreshMart Madrid 038,Madrid,MES00038,DEBIT,40.437348,-3.684009,5411,ES,Spain,EMEA,100038,ISSR_ES_145,ACQ_EMEA_501,Supermarket spend: FreshMart Madrid · Madrid · €15.55 · 4 Jan 2025 · Direct debit.
TXN20250308002759,23.4,U000585,21:33:14,2025-03-08,USD,StreamSphere Chicago 153,Chicago,MUS00153,CREDIT,41.846806,-87.614352,4899,US,United States,NA,100153,ISSR_US_101,ACQ_NA_402,$23.40 deducted for StreamSphere Chicago digital subscription on 8 Mar 2025.
TXN20250124002760,141.94,U000081,13:53:27,2025-01-24,SGD,MediCare Plus Singapore 165,Singapore,MSG00165,CREDIT,1.368349,103.826773,8099,SG,Singapore,APAC,100165,ISSR_SG_158,ACQ_APAC_703,"Medical services at MediCare Plus Singapore, Singapore — S$141.94 on 24 Jan 2025."
TXN20250123002761,19,U000782,11:05:03,2025-01-23,JPY,QuickBite Tokyo 144,Tokyo,MJP00144,DEBIT,35.706909,139.651265,5814,JP,Japan,APAC,100144,ISSR_JP_174,ACQ_APAC_701,"Food & drink purchase at QuickBite Tokyo, Tokyo — ¥19 — 23 Jan 2025. Ref: MRH4FZ."
TXN20250118002762,8.45,U000341,22:46:49,2025-01-18,CAD,QuickBite Toronto 093,Toronto,MCA00093,DEBIT,43.644582,-79.419737,5814,CA,Canada,NA,100093,ISSR_CA_214,ACQ_NA_401,Restaurant bill: QuickBite Toronto · Toronto · CA$8.45 · 18 Jan 2025.
TXN20250324002763,1754.0,U000752,10:34:33,2025-03-24,INR,SkyJet Travel Bengaluru 009,Bengaluru,MIN00009,CREDIT,12.939303,77.615082,4511,IN,India,APAC,100009,ISSR_IN_188,ACQ_APAC_702,"Airline ticket: SkyJet Travel Bengaluru · INR1,754 · 24 Mar 2025 · Booking ref L1376Q."
TXN20250202002764,1045.5,U000165,18:20:45,2025-02-02,AED,Luxura Retail Dubai 035,Dubai,MAE00035,CREDIT,25.222038,55.262013,5651,AE,United Arab Emirates,MEA,100035,ISSR_AE_152,ACQ_MEA_602,"AED1,045.50 charged to your Credit card at Luxura Retail Dubai (Dubai)."
TXN20250312002765,37.58,U000552,18:04:23,2025-03-12,EUR,QuickBite Berlin 111,Berlin,MDE00111,DEBIT,52.543976,13.395822,5814,DE,Germany,EMEA,100111,ISSR_DE_132,ACQ_EMEA_502,"Dining at QuickBite Berlin, Berlin — €37.58 via chip & PIN on 12 Mar 2025."
TXN20250102002766,627.81,U000417,09:41:47,2025-01-02,CAD,SkyJet Travel Toronto 110,Toronto,MCA00110,CREDIT,43.631502,-79.351767,4511,CA,Canada,NA,100110,ISSR_CA_110,ACQ_NA_403,"CA$627.81 deducted for air travel via SkyJet Travel Toronto, Toronto, on 2 Jan 2025."
TXN20250217002767,15.27,U000339,19:59:01,2025-02-17,USD,QuickBite New York 164,New York,MUS00164,DEBIT,40.689887,-73.999475,5814,US,United States,NA,100164,ISSR_US_319,ACQ_NA_401,$15.27 food & beverage charge at QuickBite New York (New York) on 17 Feb 2025.
TXN20250204002768,2434.2,U000066,04:03:00,2025-02-04,CAD,EduPrime Vancouver 194,Vancouver,MCA00194,CREDIT,49.263195,-123.148135,8220,CA,Canada,NA,100194,ISSR_CA_214,ACQ_NA_401,"CA$2,434.20 charged by EduPrime Vancouver (Vancouver) for educational services on 4 Feb 2025."
TXN20250316002769,13.31,U000134,15:56:55,2025-03-16,CAD,QuickBite Vancouver 156,Vancouver,MCA00156,PREPAID,49.32126,-123.107579,5814,CA,Canada,NA,100156,ISSR_CA_214,ACQ_NA_403,"Food & drink purchase at QuickBite Vancouver, Vancouver — CA$13.31 — 16 Mar 2025. Ref: UVCTHB."
TXN20250318002770,66.37,U000702,22:45:43,2025-03-18,GBP,UrbanTable London 174,London,MGB00174,DEBIT,51.488297,-0.145287,5812,GB,United Kingdom,EMEA,100174,ISSR_GB_118,ACQ_EMEA_503,Restaurant bill: UrbanTable London · London · £66.37 · 18 Mar 2025.
TXN20250227002771,9,U000692,03:13:20,2025-02-27,JPY,QuickBite Tokyo 144,Tokyo,MJP00144,DEBIT,35.69055,139.628779,5814,JP,Japan,APAC,100144,ISSR_JP_174,ACQ_APAC_701,"Dining at QuickBite Tokyo, Tokyo — ¥9 via chip & PIN on 27 Feb 2025."
TXN20250222002772,24,U000664,04:34:38,2025-02-22,JPY,QuickBite Osaka 125,Osaka,MJP00125,CREDIT,34.680004,135.501598,5814,JP,Japan,APAC,100125,ISSR_JP_287,ACQ_APAC_703,¥24 food & beverage charge at QuickBite Osaka (Osaka) on 22 Feb 2025.
TXN20250219002773,441.06,U000548,22:17:25,2025-02-19,EUR,MarketSquare Berlin 114,Berlin,MDE00114,DEBIT,52.516201,13.378848,5311,DE,Germany,EMEA,100114,ISSR_DE_238,ACQ_EMEA_502,General retail: MarketSquare Berlin · Berlin · €441.06 · 19 Feb 2025. Ref: I2MLW2.
TXN20250301002774,790,U000316,23:55:09,2025-03-01,JPY,CloudStay Tokyo 088,Tokyo,MJP00088,CREDIT,35.656563,139.616277,7011,JP,Japan,APAC,100088,ISSR_JP_174,ACQ_APAC_703,"¥790 charged by CloudStay Tokyo hotel, Tokyo, for stay on 1 Mar 2025."
TXN20250315002775,33.42,U000160,19:00:57,2025-03-15,USD,QuickBite New York 164,New York,MUS00164,CREDIT,40.700819,-73.992605,5814,US,United States,NA,100164,ISSR_US_319,ACQ_NA_401,"Food & drink purchase at QuickBite New York, New York — $33.42 — 15 Mar 2025. Ref: AXP2NG."
TXN20250306002776,11,U000060,11:15:07,2025-03-06,JPY,QuickBite Osaka 125,Osaka,MJP00125,DEBIT,34.721507,135.472057,5814,JP,Japan,APAC,100125,ISSR_JP_287,ACQ_APAC_703,"Dining at QuickBite Osaka, Osaka — ¥11 via tap-to-pay on 6 Mar 2025."
TXN20250117002777,983.72,U000478,14:33:44,2025-01-17,EUR,ElectroHub Paris 042,Paris,MFR00042,CREDIT,48.874465,2.363079,5732,FR,France,EMEA,100042,ISSR_FR_229,ACQ_EMEA_502,"€983.72 Credit payment at ElectroHub Paris electronics store, Paris."
TXN20250102002778,12.74,U000173,23:22:58,2025-01-02,CAD,QuickBite Toronto 019,Toronto,MCA00019,CREDIT,43.686543,-79.405779,5814,CA,Canada,NA,100019,ISSR_CA_110,ACQ_NA_403,"Dining at QuickBite Toronto, Toronto — CA$12.74 via tap-to-pay on 2 Jan 2025."
TXN20250128002779,646.07,U000732,04:07:44,2025-01-28,AED,CloudStay Dubai 090,Dubai,MAE00090,CREDIT,25.230988,55.293618,7011,AE,United Arab Emirates,MEA,100090,ISSR_AE_152,ACQ_MEA_601,Lodging payment to CloudStay Dubai (Dubai) of AED646.07 on 28 Jan 2025 — Ref: SHV1Y04.
TXN20250301002780,72.32,U000366,22:37:10,2025-03-01,EUR,PharmaDirect Paris 177,Paris,MFR00177,CREDIT,48.856392,2.369772,5912,FR,France,EMEA,100177,ISSR_FR_229,ACQ_EMEA_502,"Pharmacy purchase at PharmaDirect Paris, Paris — €72.32 on 1 Mar 2025."
TXN20250203002781,25.79,U000632,00:45:24,2025-02-03,EUR,PharmaDirect Madrid 058,Madrid,MES00058,DEBIT,40.421964,-3.743492,5912,ES,Spain,EMEA,100058,ISSR_ES_145,ACQ_EMEA_501,"€25.79 Debit payment at PharmaDirect Madrid pharmacy, Madrid."
TXN20250309002782,70.5,U000131,09:57:51,2025-03-09,CAD,MetroFuel Toronto 044,Toronto,MCA00044,CREDIT,43.620827,-79.385375,5541,CA,Canada,NA,100044,ISSR_CA_110,ACQ_NA_403,CA$70.50 Credit payment at MetroFuel Toronto (Toronto) fuel station.
TXN20250209002783,105.0,U000296,14:07:15,2025-02-09,INR,MediCare Plus Bengaluru 152,Bengaluru,MIN00152,CREDIT,13.001801,77.601655,8099,IN,India,APAC,100152,ISSR_IN_302,ACQ_APAC_703,INR105 charged for health & medical services at MediCare Plus Bengaluru (Bengaluru) on 9 Feb 2025.
TXN20250125002784,473.6,U000592,16:54:52,2025-01-25,USD,ElectroHub Chicago 135,Chicago,MUS00135,CREDIT,41.903924,-87.66633,5732,US,United States,NA,100135,ISSR_US_205,ACQ_NA_401,"Electronics purchase at ElectroHub Chicago, Chicago — $473.60 via chip & PIN on 25 Jan 2025."
TXN20250223002785,805.02,U000616,18:01:27,2025-02-23,EUR,Luxura Retail Paris 201,Paris,MFR00201,CREDIT,48.849166,2.377325,5651,FR,France,EMEA,100201,ISSR_FR_229,ACQ_EMEA_503,Retail clothing: Luxura Retail Paris · Paris · €805.02 · 23 Feb 2025. Ref: LK7IAZ.
TXN20250325002786,15.58,U000287,17:34:58,2025-03-25,CAD,StreamSphere Vancouver 081,Vancouver,MCA00081,CREDIT,49.29806,-123.118314,4899,CA,Canada,NA,100081,ISSR_CA_214,ACQ_NA_403,Monthly plan renewal: StreamSphere Vancouver · CA$15.58 · 25 Mar 2025. Sub ref: YPZ7F6.
TXN20250303002787,3577.96,U000010,03:48:11,2025-03-03,GBP,FinServe Online Manchester 001,Manchester,MGB00001,PREPAID,53.456009,-2.2071,6012,GB,United Kingdom,EMEA,100001,ISSR_GB_118,ACQ_EMEA_501,"Fund transfer / payment: FinServe Online Manchester · Manchester · £3,577.96 · 3 Mar 2025."
TXN20250119002788,2250.21,U000138,08:36:21,2025-01-19,GBP,FinServe Online Manchester 027,Manchester,MGB00027,DEBIT,53.493358,-2.269181,6012,GB,United Kingdom,EMEA,100027,ISSR_GB_118,ACQ_EMEA_502,"Financial services payment to FinServe Online Manchester (Manchester) — £2,250.21 on 19 Jan 2025. Ref: 6EQXXCX9KN."
TXN20250318002789,31.45,U000406,02:23:24,2025-03-18,USD,StreamSphere Chicago 213,Chicago,MUS00213,DEBIT,41.884225,-87.653571,4899,US,United States,NA,100213,ISSR_US_101,ACQ_NA_401,$31.45 deducted for StreamSphere Chicago digital subscription on 18 Mar 2025.
TXN20250323002790,1031.0,U000143,13:45:52,2025-03-23,INR,CloudStay Mumbai 184,Mumbai,MIN00184,CREDIT,19.107155,72.840197,7011,IN,India,APAC,100184,ISSR_IN_302,ACQ_APAC_701,"Lodging payment to CloudStay Mumbai (Mumbai) of INR1,031 on 23 Mar 2025 — Ref: L0UT5JA."
TXN20250204002791,2708.01,U000673,14:13:46,2025-02-04,EUR,EduPrime Madrid 107,Madrid,MES00107,CREDIT,40.449118,-3.687832,8220,ES,Spain,EMEA,100107,ISSR_ES_145,ACQ_EMEA_501,"Education payment to EduPrime Madrid, Madrid — €2,708.01 on 4 Feb 2025. Invoice: SYWU2GYI."
TXN20250315002792,95.55,U000452,08:16:33,2025-03-15,GBP,FreshMart Manchester 069,Manchester,MGB00069,DEBIT,53.519777,-2.278376,5411,GB,United Kingdom,EMEA,100069,ISSR_GB_118,ACQ_EMEA_503,"Grocery purchase at FreshMart Manchester, Manchester — £95.55 via direct debit on 15 Mar 2025."
TXN20250223002793,1061.05,U000418,04:15:12,2025-02-23,EUR,CloudStay Amsterdam 039,Amsterdam,MNL00039,CREDIT,52.394187,4.941207,7011,NL,Netherlands,EMEA,100039,ISSR_NL_149,ACQ_EMEA_501,"€1,061.05 charged by CloudStay Amsterdam hotel, Amsterdam, for stay on 23 Feb 2025."
TXN20250214002794,26.02,U000094,01:56:33,2025-02-14,GBP,QuickBite Manchester 064,Manchester,MGB00064,DEBIT,53.519812,-2.268198,5814,GB,United Kingdom,EMEA,100064,ISSR_GB_224,ACQ_EMEA_501,"Food & drink purchase at QuickBite Manchester, Manchester — £26.02 — 14 Feb 2025. Ref: LXSOL1."
TXN20250111002795,20.74,U000569,18:43:17,2025-01-11,EUR,StreamSphere Amsterdam 169,Amsterdam,MNL00169,CREDIT,52.38954,4.913531,4899,NL,Netherlands,EMEA,100169,ISSR_NL_149,ACQ_EMEA_501,€20.74 deducted for StreamSphere Amsterdam digital subscription on 11 Jan 2025.
TXN20250317002796,10.65,U000085,12:07:49,2025-03-17,EUR,QuickBite Madrid 217,Madrid,MES00217,PREPAID,40.433592,-3.719939,5814,ES,Spain,EMEA,100217,ISSR_ES_145,ACQ_EMEA_502,"Dining at QuickBite Madrid, Madrid — €10.65 via tap-to-pay on 17 Mar 2025."
TXN20250320002797,1571.54,U000712,00:50:31,2025-03-20,CAD,FinServe Online Vancouver 209,Vancouver,MCA00209,DEBIT,49.294211,-123.115312,6012,CA,Canada,NA,100209,ISSR_CA_110,ACQ_NA_403,"Financial transaction at FinServe Online Vancouver (Vancouver) — CA$1,571.54 — 20 Mar 2025. Auth: MOMLF6."
TXN20250205002798,42.0,U000509,23:29:31,2025-02-05,INR,PharmaDirect Mumbai 211,Mumbai,MIN00211,DEBIT,19.067173,72.910752,5912,IN,India,APAC,100211,ISSR_IN_302,ACQ_APAC_702,"INR42 Debit payment at PharmaDirect Mumbai pharmacy, Mumbai."
TXN20250203002799,124,U000752,01:00:01,2025-02-03,JPY,FreshMart Osaka 123,Osaka,MJP00123,DEBIT,34.664193,135.487386,5411,JP,Japan,APAC,100123,ISSR_JP_174,ACQ_APAC_703,Supermarket spend: FreshMart Osaka · Osaka · ¥124 · 3 Feb 2025 · Contactless.
TXN20250106002800,6.2,U000751,13:54:37,2025-01-06,CAD,StreamSphere Vancouver 081,Vancouver,MCA00081,DEBIT,49.258427,-123.133926,4899,CA,Canada,NA,100081,ISSR_CA_214,ACQ_NA_403,Recurring subscription: StreamSphere Vancouver — CA$6.20 auto-debited on 6 Jan 2025.
TXN20250330002801,105.65,U000627,05:10:23,2025-03-30,GBP,PharmaDirect London 043,London,MGB00043,CREDIT,51.488218,-0.101976,5912,GB,United Kingdom,EMEA,100043,ISSR_GB_118,ACQ_EMEA_503,"£105.65 Credit payment at PharmaDirect London pharmacy, London."
TXN20250105002802,1793.35,U000617,10:27:25,2025-01-05,USD,SkyJet Travel New York 179,New York,MUS00179,CREDIT,40.739344,-74.022915,4511,US,United States,NA,100179,ISSR_US_319,ACQ_NA_402,"$1,793.35 deducted for air travel via SkyJet Travel New York, New York, on 5 Jan 2025."
TXN20250112002803,12.49,U000340,00:13:27,2025-01-12,EUR,StreamSphere Berlin 052,Berlin,MDE00052,DEBIT,52.492903,13.384535,4899,DE,Germany,EMEA,100052,ISSR_DE_238,ACQ_EMEA_502,Monthly plan renewal: StreamSphere Berlin · €12.49 · 12 Jan 2025. Sub ref: 0T0I91.
TXN20250315002804,3518.7,U000041,00:35:21,2025-03-15,CAD,EduPrime Toronto 101,Toronto,MCA00101,CREDIT,43.685088,-79.346978,8220,CA,Canada,NA,100101,ISSR_CA_110,ACQ_NA_402,"Academic services at EduPrime Toronto, Toronto — CA$3,518.70 — 15 Mar 2025. Ref: 0HYA1W3R."
TXN20250127002805,140.96,U000607,09:36:18,2025-01-27,USD,FreshMart San Francisco 055,San Francisco,MUS00055,PREPAID,37.781574,-122.438402,5411,US,United States,NA,100055,ISSR_US_205,ACQ_NA_403,"Grocery purchase at FreshMart San Francisco, San Francisco — $140.96 via tap-to-pay on 27 Jan 2025."
TXN20250221002806,146.26,U000045,16:59:46,2025-02-21,EUR,MarketSquare Berlin 114,Berlin,MDE00114,CREDIT,52.499895,13.386744,5311,DE,Germany,EMEA,100114,ISSR_DE_238,ACQ_EMEA_502,"€146.26 Credit payment at MarketSquare Berlin, Berlin."
TXN20250111002807,1542.87,U000245,15:16:40,2025-01-11,USD,SkyJet Travel Chicago 079,Chicago,MUS00079,CREDIT,41.875984,-87.665439,4511,US,United States,NA,100079,ISSR_US_101,ACQ_NA_401,"$1,542.87 deducted for air travel via SkyJet Travel Chicago, Chicago, on 11 Jan 2025."
TXN20250325002808,111.28,U000232,11:35:59,2025-03-25,GBP,UrbanTable London 174,London,MGB00174,PREPAID,51.502874,-0.115619,5812,GB,United Kingdom,EMEA,100174,ISSR_GB_118,ACQ_EMEA_503,"Food & drink purchase at UrbanTable London, London — £111.28 — 25 Mar 2025. Ref: AM31BX."
TXN20250126002809,26.44,U000531,00:14:03,2025-01-26,GBP,QuickBite London 188,London,MGB00188,CREDIT,51.503999,-0.151558,5814,GB,United Kingdom,EMEA,100188,ISSR_GB_118,ACQ_EMEA_501,Restaurant bill: QuickBite London · London · £26.44 · 26 Jan 2025.
TXN20250118002810,671.0,U000299,06:03:48,2025-01-18,INR,SkyJet Travel Bengaluru 009,Bengaluru,MIN00009,CREDIT,13.010953,77.608967,4511,IN,India,APAC,100009,ISSR_IN_188,ACQ_APAC_702,Flight booking at SkyJet Travel Bengaluru (Bengaluru) — INR671 charged on 18 Jan 2025. PNR: 8MT9FS.
TXN20250318002811,15.1,U000279,00:36:35,2025-03-18,CAD,QuickBite Toronto 093,Toronto,MCA00093,DEBIT,43.673819,-79.416473,5814,CA,Canada,NA,100093,ISSR_CA_214,ACQ_NA_401,"Food & drink purchase at QuickBite Toronto, Toronto — CA$15.10 — 18 Mar 2025. Ref: GLBD0X."
TXN20250224002812,214.28,U000238,05:59:42,2025-02-24,EUR,Luxura Retail Madrid 087,Madrid,MES00087,DEBIT,40.406985,-3.71484,5651,ES,Spain,EMEA,100087,ISSR_ES_145,ACQ_EMEA_503,"In-store fashion purchase at Luxura Retail Madrid, Madrid — €214.28 on 24 Feb 2025."
TXN20250117002813,175.56,U000606,16:51:13,2025-01-17,EUR,PharmaDirect Madrid 058,Madrid,MES00058,CREDIT,40.406834,-3.674543,5912,ES,Spain,EMEA,100058,ISSR_ES_145,ACQ_EMEA_501,"€175.56 Credit payment at PharmaDirect Madrid pharmacy, Madrid."
TXN20250125002814,372.41,U000308,08:28:36,2025-01-25,AUD,MarketSquare Sydney 089,Sydney,MAU00089,DEBIT,-33.860871,151.199405,5311,AU,Australia,APAC,100089,ISSR_AU_276,ACQ_APAC_702,In-store purchase at MarketSquare Sydney (Sydney) — A$372.41 — 25 Jan 2025.
TXN20250314002815,19.48,U000713,13:03:51,2025-03-14,GBP,QuickBite London 188,London,MGB00188,PREPAID,51.518677,-0.12855,5814,GB,United Kingdom,EMEA,100188,ISSR_GB_118,ACQ_EMEA_501,Restaurant bill: QuickBite London · London · £19.48 · 14 Mar 2025.
TXN20250116002816,2969.29,U000176,22:33:07,2025-01-16,AED,FinServe Online Dubai 205,Dubai,MAE00205,PREPAID,25.201624,55.268355,6012,AE,United Arab Emirates,MEA,100205,ISSR_AE_152,ACQ_MEA_602,"Fund transfer / payment: FinServe Online Dubai · Dubai · AED2,969.29 · 16 Jan 2025."
TXN20250316002817,4128.28,U000600,11:08:53,2025-03-16,AED,FinServe Online Dubai 205,Dubai,MAE00205,PREPAID,25.213485,55.255887,6012,AE,United Arab Emirates,MEA,100205,ISSR_AE_152,ACQ_MEA_602,"Financial services payment to FinServe Online Dubai (Dubai) — AED4,128.28 on 16 Mar 2025. Ref: D9GAO4H86D."
TXN20250127002818,579.59,U000006,05:37:06,2025-01-27,AED,Luxura Retail Dubai 035,Dubai,MAE00035,DEBIT,25.204586,55.269562,5651,AE,United Arab Emirates,MEA,100035,ISSR_AE_152,ACQ_MEA_602,"In-store fashion purchase at Luxura Retail Dubai, Dubai — AED579.59 on 27 Jan 2025."
TXN20250120002819,901.3,U000366,19:30:37,2025-01-20,EUR,EduPrime Madrid 107,Madrid,MES00107,CREDIT,40.441229,-3.697933,8220,ES,Spain,EMEA,100107,ISSR_ES_145,ACQ_EMEA_501,Tuition/course fee: EduPrime Madrid · Madrid · €901.30 · 20 Jan 2025.
TXN20250217002820,77.95,U000162,02:28:43,2025-02-17,GBP,MetroFuel London 168,London,MGB00168,CREDIT,51.539878,-0.136519,5541,GB,United Kingdom,EMEA,100168,ISSR_GB_118,ACQ_EMEA_501,"Fuel & convenience purchase at MetroFuel London, London — £77.95 on 17 Feb 2025. Ref: E0HRQS."
TXN20250112002821,8,U000280,13:05:05,2025-01-12,JPY,QuickBite Osaka 007,Osaka,MJP00007,CREDIT,34.732369,135.465876,5814,JP,Japan,APAC,100007,ISSR_JP_287,ACQ_APAC_702,"Food & drink purchase at QuickBite Osaka, Osaka — ¥8 — 12 Jan 2025. Ref: 5IYUB3."
TXN20250110002822,45.47,U000765,15:04:03,2025-01-10,USD,RideNow San Francisco 012,San Francisco,MUS00012,DEBIT,37.801792,-122.458368,4121,US,United States,NA,100012,ISSR_US_319,ACQ_NA_402,"$45.47 transport payment via RideNow San Francisco, San Francisco, on 10 Jan 2025."
