tran_sequence_number,Transaction_Amount,transaction_currency_code,card_type,ICA_code,issr_id,acquirer_id,transaction_date,transaction_time,transaction_narration
TXN20250109003170,153,JPY,CREDIT,100157,ISSR_JP_174,ACQ_APAC_701,2025-01-09,16:23:14,"This transaction was a mid-value credit card payment of 153 JPY at UrbanTable Tokyo 157, a restaurant dining merchant in Tokyo, JP, within the APAC region. It took place on 2025-01-09 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250101003171,76.94,CAD,DEBIT,100044,ISSR_CA_110,ACQ_NA_403,2025-01-01,08:24:12,"This transaction was a small-ticket debit card payment of 76.94 CAD at MetroFuel Toronto 044, a fuel and convenience merchant in Toronto, CA, within the NA region. It took place on 2025-01-01 during morning weekday hours and can be described as everyday consumer spend."
TXN20250124003172,80.42,HKD,CREDIT,100202,ISSR_HK_294,ACQ_APAC_701,2025-01-24,03:13:16,"This transaction was a small-ticket credit card payment of 80.42 HKD at FreshMart Hong Kong 202, a grocery retail merchant in Hong Kong, HK, within the APAC region. It took place on 2025-01-24 during late-night weekday hours and can be described as late-night activity."
TXN20250218003173,18.27,GBP,PREPAID,100064,ISSR_GB_224,ACQ_EMEA_501,2025-02-18,12:21:44,"This transaction was a micro prepaid card payment of 18.27 GBP at QuickBite Manchester 064, a quick service dining merchant in Manchester, GB, within the EMEA region. It took place on 2025-02-18 during afternoon weekday hours and can be described as prepaid instrument."
TXN20250124003174,20,JPY,DEBIT,100133,ISSR_JP_287,ACQ_APAC_703,2025-01-24,15:35:36,"This transaction was a small-ticket debit card payment of 20 JPY at QuickBite Osaka 133, a quick service dining merchant in Osaka, JP, within the APAC region. It took place on 2025-01-24 during afternoon weekday hours and can be described as everyday consumer spend."
TXN20250110003175,108.42,USD,PREPAID,100190,ISSR_US_205,ACQ_NA_401,2025-01-10,13:34:25,"This transaction was a mid-value prepaid card payment of 108.42 USD at MetroFuel New York 190, a fuel and convenience merchant in New York, US, within the NA region. It took place on 2025-01-10 during afternoon weekday hours and can be described as prepaid instrument."
TXN20250316003176,77.48,CAD,CREDIT,100099,ISSR_CA_110,ACQ_NA_403,2025-03-16,10:40:32,"This transaction was a small-ticket credit card payment of 77.48 CAD at Luxura Retail Vancouver 099, a fashion retail merchant in Vancouver, CA, within the NA region. It took place on 2025-03-16 during morning weekend hours and can be described as weekend spend."
TXN20250316003177,1860.87,EUR,DEBIT,100048,ISSR_DE_132,ACQ_EMEA_502,2025-03-16,07:49:14,"This transaction was a high-value debit card payment of 1860.87 EUR at ElectroHub Berlin 048, a consumer electronics merchant in Berlin, DE, within the EMEA region. It took place on 2025-03-16 during morning weekend hours and can be described as high-value, premium electronics, weekend spend."
TXN20250311003178,10.55,AED,CREDIT,100126,ISSR_AE_266,ACQ_MEA_602,2025-03-11,01:49:18,"This transaction was a micro credit card payment of 10.55 AED at QuickBite Dubai 126, a quick service dining merchant in Dubai, AE, within the MEA region. It took place on 2025-03-11 during late-night weekday hours and can be described as late-night activity."
TXN20250102003179,145.3,EUR,CREDIT,100182,ISSR_FR_229,ACQ_EMEA_501,2025-01-02,11:37:07,"This transaction was a mid-value credit card payment of 145.3 EUR at PharmaDirect Paris 182, a pharmacy and wellness merchant in Paris, FR, within the EMEA region. It took place on 2025-01-02 during morning weekday hours and can be described as everyday consumer spend."
TXN20250117003180,1049.31,USD,CREDIT,100179,ISSR_US_319,ACQ_NA_402,2025-01-17,19:45:30,"This transaction was a high-value credit card payment of 1049.31 USD at SkyJet Travel New York 179, a air travel merchant in New York, US, within the NA region. It took place on 2025-01-17 during evening weekday hours and can be described as high-value, travel-related."
TXN20250328003181,21.0,INR,CREDIT,100128,ISSR_IN_302,ACQ_APAC_703,2025-03-28,00:09:45,"This transaction was a small-ticket credit card payment of 21.0 INR at StreamSphere Bengaluru 128, a digital subscription services merchant in Bengaluru, IN, within the APAC region. It took place on 2025-03-28 during late-night weekday hours and can be described as digital recurring, late-night activity."
TXN20250109003182,42.07,AUD,PREPAID,100098,ISSR_AU_163,ACQ_APAC_702,2025-01-09,15:09:22,"This transaction was a small-ticket prepaid card payment of 42.07 AUD at RideNow Melbourne 098, a ride-hailing and local transport merchant in Melbourne, AU, within the APAC region. It took place on 2025-01-09 during afternoon weekday hours and can be described as prepaid instrument."
TXN20250216003183,5662.89,CAD,CREDIT,100101,ISSR_CA_110,ACQ_NA_402,2025-02-16,10:28:22,"This transaction was a very high-value credit card payment of 5662.89 CAD at EduPrime Toronto 101, a education services merchant in Toronto, CA, within the NA region. It took place on 2025-02-16 during morning weekend hours and can be described as very high-value, weekend spend."
TXN20250130003184,43.57,AUD,DEBIT,100186,ISSR_AU_276,ACQ_APAC_702,2025-01-30,10:18:17,"This transaction was a small-ticket debit card payment of 43.57 AUD at RideNow Melbourne 186, a ride-hailing and local transport merchant in Melbourne, AU, within the APAC region. It took place on 2025-01-30 during morning weekday hours and can be described as everyday consumer spend."
TXN20250123003185,15,JPY,CREDIT,100028,ISSR_JP_287,ACQ_APAC_702,2025-01-23,20:36:05,"This transaction was a micro credit card payment of 15 JPY at FreshMart Tokyo 028, a grocery retail merchant in Tokyo, JP, within the APAC region. It took place on 2025-01-23 during evening weekday hours and can be described as everyday consumer spend."
TXN20250107003186,160.59,USD,PREPAID,100057,ISSR_US_319,ACQ_NA_401,2025-01-07,02:31:13,"This transaction was a mid-value prepaid card payment of 160.59 USD at UrbanTable New York 057, a restaurant dining merchant in New York, US, within the NA region. It took place on 2025-01-07 during late-night weekday hours and can be described as prepaid instrument, late-night activity."
TXN20250328003187,10.88,USD,PREPAID,100153,ISSR_US_101,ACQ_NA_402,2025-03-28,09:54:08,"This transaction was a micro prepaid card payment of 10.88 USD at StreamSphere Chicago 153, a digital subscription services merchant in Chicago, US, within the NA region. It took place on 2025-03-28 during morning weekday hours and can be described as digital recurring, prepaid instrument."
TXN20250214003188,1762.44,EUR,CREDIT,100048,ISSR_DE_132,ACQ_EMEA_502,2025-02-14,20:30:14,"This transaction was a high-value credit card payment of 1762.44 EUR at ElectroHub Berlin 048, a consumer electronics merchant in Berlin, DE, within the EMEA region. It took place on 2025-02-14 during evening weekday hours and can be described as high-value, premium electronics."
TXN20250228003189,3865,JPY,CREDIT,100158,ISSR_JP_287,ACQ_APAC_701,2025-02-28,04:24:29,"This transaction was a very high-value credit card payment of 3865 JPY at EduPrime Osaka 158, a education services merchant in Osaka, JP, within the APAC region. It took place on 2025-02-28 during late-night weekday hours and can be described as very high-value, late-night activity."
TXN20250309003190,88.76,GBP,DEBIT,100168,ISSR_GB_118,ACQ_EMEA_501,2025-03-09,06:18:37,"This transaction was a small-ticket debit card payment of 88.76 GBP at MetroFuel London 168, a fuel and convenience merchant in London, GB, within the EMEA region. It took place on 2025-03-09 during morning weekend hours and can be described as weekend spend."
TXN20250105003191,15.83,HKD,CREDIT,100159,ISSR_HK_294,ACQ_APAC_703,2025-01-05,23:06:00,"This transaction was a micro credit card payment of 15.83 HKD at QuickBite Hong Kong 159, a quick service dining merchant in Hong Kong, HK, within the APAC region. It took place on 2025-01-05 during late-night weekend hours and can be described as weekend spend."
TXN20250222003192,74.09,CAD,CREDIT,100044,ISSR_CA_110,ACQ_NA_403,2025-02-22,01:41:07,"This transaction was a small-ticket credit card payment of 74.09 CAD at MetroFuel Toronto 044, a fuel and convenience merchant in Toronto, CA, within the NA region. It took place on 2025-02-22 during late-night weekend hours and can be described as late-night activity, weekend spend."
TXN20250125003193,16.04,EUR,DEBIT,100217,ISSR_ES_145,ACQ_EMEA_502,2025-01-25,05:14:50,"This transaction was a micro debit card payment of 16.04 EUR at QuickBite Madrid 217, a quick service dining merchant in Madrid, ES, within the EMEA region. It took place on 2025-01-25 during late-night weekend hours and can be described as late-night activity, weekend spend."
TXN20250118003194,84.0,INR,CREDIT,100131,ISSR_IN_188,ACQ_APAC_702,2025-01-18,22:49:00,"This transaction was a small-ticket credit card payment of 84.0 INR at MetroFuel Bengaluru 131, a fuel and convenience merchant in Bengaluru, IN, within the APAC region. It took place on 2025-01-18 during late-night weekend hours and can be described as weekend spend."
TXN20250126003195,1058.18,CAD,CREDIT,100200,ISSR_CA_214,ACQ_NA_403,2025-01-26,20:15:58,"This transaction was a high-value credit card payment of 1058.18 CAD at EduPrime Vancouver 200, a education services merchant in Vancouver, CA, within the NA region. It took place on 2025-01-26 during evening weekend hours and can be described as high-value, weekend spend."
TXN20250204003196,60.44,GBP,PREPAID,100132,ISSR_GB_224,ACQ_EMEA_502,2025-02-04,08:07:26,"This transaction was a small-ticket prepaid card payment of 60.44 GBP at PharmaDirect London 132, a pharmacy and wellness merchant in London, GB, within the EMEA region. It took place on 2025-02-04 during morning weekday hours and can be described as prepaid instrument."
TXN20250223003197,179.61,EUR,CREDIT,100148,ISSR_FR_126,ACQ_EMEA_502,2025-02-23,15:01:28,"This transaction was a mid-value credit card payment of 179.61 EUR at PharmaDirect Paris 148, a pharmacy and wellness merchant in Paris, FR, within the EMEA region. It took place on 2025-02-23 during afternoon weekend hours and can be described as weekend spend."
TXN20250321003198,1926.01,EUR,CREDIT,100062,ISSR_ES_145,ACQ_EMEA_503,2025-03-21,18:21:31,"This transaction was a high-value credit card payment of 1926.01 EUR at ElectroHub Madrid 062, a consumer electronics merchant in Madrid, ES, within the EMEA region. It took place on 2025-03-21 during evening weekday hours and can be described as high-value, premium electronics."
TXN20250207003199,746,JPY,CREDIT,100088,ISSR_JP_174,ACQ_APAC_703,2025-02-07,06:26:37,"This transaction was a high-value credit card payment of 746 JPY at CloudStay Tokyo 088, a lodging and hospitality merchant in Tokyo, JP, within the APAC region. It took place on 2025-02-07 during morning weekday hours and can be described as high-value, travel-related."
TXN20250213003200,1411.23,EUR,CREDIT,100039,ISSR_NL_149,ACQ_EMEA_501,2025-02-13,12:49:32,"This transaction was a high-value credit card payment of 1411.23 EUR at CloudStay Amsterdam 039, a lodging and hospitality merchant in Amsterdam, NL, within the EMEA region. It took place on 2025-02-13 during afternoon weekday hours and can be described as high-value, travel-related."
TXN20250322003201,47.7,AUD,CREDIT,100186,ISSR_AU_276,ACQ_APAC_702,2025-03-22,00:35:27,"This transaction was a small-ticket credit card payment of 47.7 AUD at RideNow Melbourne 186, a ride-hailing and local transport merchant in Melbourne, AU, within the APAC region. It took place on 2025-03-22 during late-night weekend hours and can be described as late-night activity, weekend spend."
TXN20250213003202,119.1,SGD,CREDIT,100173,ISSR_SG_271,ACQ_APAC_703,2025-02-13,08:57:24,"This transaction was a mid-value credit card payment of 119.1 SGD at FreshMart Singapore 173, a grocery retail merchant in Singapore, SG, within the APAC region. It took place on 2025-02-13 during morning weekday hours and can be described as everyday consumer spend."
TXN20250329003203,3426.93,CAD,DEBIT,100016,ISSR_CA_110,ACQ_NA_402,2025-03-29,17:46:01,"This transaction was a very high-value debit card payment of 3426.93 CAD at FinServe Online Vancouver 016, a financial services merchant in Vancouver, CA, within the NA region. It took place on 2025-03-29 during evening weekend hours and can be described as very high-value, cash-like financial services, weekend spend."
TXN20250204003204,4190.93,EUR,CREDIT,100192,ISSR_FR_229,ACQ_EMEA_501,2025-02-04,19:40:30,"This transaction was a very high-value credit card payment of 4190.93 EUR at EduPrime Paris 192, a education services merchant in Paris, FR, within the EMEA region. It took place on 2025-02-04 during evening weekday hours and can be described as very high-value."
TXN20250217003205,131.31,SGD,DEBIT,100061,ISSR_SG_271,ACQ_APAC_703,2025-02-17,02:47:37,"This transaction was a mid-value debit card payment of 131.31 SGD at PharmaDirect Singapore 061, a pharmacy and wellness merchant in Singapore, SG, within the APAC region. It took place on 2025-02-17 during late-night weekday hours and can be described as late-night activity."
